school_year,antigen,age,public_health_unit,coverage,year_of_birth
2024-2025,Hib,11,Simcoe Muskoka District Health Unit,83.4,2013
2024-2025,Hib,12,Simcoe Muskoka District Health Unit,82.1,2012
2024-2025,Hib,5,Southeast Public Health,88.4,2019
2024-2025,Hib,6,Southeast Public Health,87.7,2018
2024-2025,Hib,7,Southeast Public Health,89.0,2017
2024-2025,Hib,8,Southeast Public Health,89.1,2016
2024-2025,Hib,9,Southeast Public Health,89.7,2015
2024-2025,Hib,10,Southeast Public Health,88.6,2014
2024-2025,Hib,11,Southeast Public Health,89.4,2013
2024-2025,Hib,12,Southeast Public Health,87.5,2012
2024-2025,Hib,5,Southwestern Public Health,86.2,2019
2024-2025,Hib,6,Southwestern Public Health,85.0,2018
2024-2025,Hib,7,Southwestern Public Health,83.7,2017
2024-2025,Hib,8,Southwestern Public Health,84.0,2016
2024-2025,Hib,9,Southwestern Public Health,85.4,2015
2024-2025,Hib,10,Southwestern Public Health,85.9,2014
2024-2025,Hib,11,Southwestern Public Health,84.3,2013
2024-2025,Hib,12,Southwestern Public Health,83.9,2012
2024-2025,Hib,5,Thunder Bay District Health Unit,83.0,2019
2024-2025,Hib,6,Thunder Bay District Health Unit,80.8,2018
2024-2025,Hib,7,Thunder Bay District Health Unit,79.9,2017
2024-2025,Hib,8,Thunder Bay District Health Unit,81.3,2016
2024-2025,Hib,9,Thunder Bay District Health Unit,80.3,2015
2024-2025,Hib,10,Thunder Bay District Health Unit,82.9,2014
2024-2025,Hib,11,Thunder Bay District Health Unit,86.4,2013
2024-2025,Hib,12,Thunder Bay District Health Unit,83.3,2012
2024-2025,Hib,5,Toronto Public Health,18.3,2019
2024-2025,Hib,6,Toronto Public Health,32.6,2018
2024-2025,Hib,7,Toronto Public Health,36.8,2017
2024-2025,Hib,8,Toronto Public Health,73.3,2016
2024-2025,Hib,9,Toronto Public Health,56.8,2015
2024-2025,Hib,10,Toronto Public Health,67.5,2014
2024-2025,Hib,11,Toronto Public Health,69.7,2013
2024-2025,Hib,12,Toronto Public Health,67.7,2012
2024-2025,Hib,5,Wellington-Dufferin-Guelph Public Health,86.1,2019
2024-2025,Hib,6,Wellington-Dufferin-Guelph Public Health,82.1,2018
2024-2025,Hib,7,Wellington-Dufferin-Guelph Public Health,83.8,2017
2024-2025,Hib,8,Wellington-Dufferin-Guelph Public Health,82.8,2016
2024-2025,Hib,9,Wellington-Dufferin-Guelph Public Health,85.4,2015
2024-2025,Hib,10,Wellington-Dufferin-Guelph Public Health,86.7,2014
2024-2025,Hib,11,Wellington-Dufferin-Guelph Public Health,86.2,2013
2024-2025,Hib,12,Wellington-Dufferin-Guelph Public Health,85.2,2012
2024-2025,Hib,5,Windsor-Essex County Health Unit,85.3,2019
2024-2025,Hib,6,Windsor-Essex County Health Unit,83.8,2018
2024-2025,Hib,7,Windsor-Essex County Health Unit,82.3,2017
2024-2025,Hib,8,Windsor-Essex County Health Unit,80.0,2016
2024-2025,Hib,9,Windsor-Essex County Health Unit,83.4,2015
2024-2025,Hib,10,Windsor-Essex County Health Unit,80.7,2014
2024-2025,Hib,11,Windsor-Essex County Health Unit,80.5,2013
2024-2025,Hib,12,Windsor-Essex County Health Unit,78.9,2012
2024-2025,Hib,5,York Region Public Health,38.2,2019
2024-2025,Hib,6,York Region Public Health,51.5,2018
2024-2025,Hib,7,York Region Public Health,77.9,2017
2024-2025,Hib,8,York Region Public Health,74.0,2016
2024-2025,Hib,9,York Region Public Health,73.8,2015
2024-2025,Hib,10,York Region Public Health,46.9,2014
2024-2025,Hib,11,York Region Public Health,59.4,2013
2024-2025,Hib,12,York Region Public Health,69.5,2012
2024-2025,MCC,5,Algoma Public Health,82.2,2019
2024-2025,MCC,6,Algoma Public Health,83.1,2018
2024-2025,MCC,7,Algoma Public Health,85.4,2017
2024-2025,MCC,8,Algoma Public Health,94.8,2016
2024-2025,MCC,9,Algoma Public Health,94.8,2015
2024-2025,MCC,10,Algoma Public Health,96.9,2014
2024-2025,MCC,11,Algoma Public Health,96.5,2013
2024-2025,MCC,12,Algoma Public Health,98.5,2012
2024-2025,MCC,5,Chatham-Kent Public Health,93.5,2019
2024-2025,MCC,6,Chatham-Kent Public Health,91.4,2018
2024-2025,MCC,7,Chatham-Kent Public Health,93.9,2017
2024-2025,MCC,8,Chatham-Kent Public Health,91.9,2016
2024-2025,MCC,9,Chatham-Kent Public Health,94.8,2015
2024-2025,MCC,10,Chatham-Kent Public Health,92.9,2014
2024-2025,MCC,11,Chatham-Kent Public Health,94.1,2013
2024-2025,MCC,12,Chatham-Kent Public Health,96.7,2012
2024-2025,MCC,5,City of Hamilton Public Health Services,91.5,2019
2024-2025,MCC,6,City of Hamilton Public Health Services,92.6,2018
2024-2025,MCC,7,City of Hamilton Public Health Services,93.1,2017
2024-2025,MCC,8,City of Hamilton Public Health Services,78.3,2016
2024-2025,MCC,9,City of Hamilton Public Health Services,88.4,2015
2024-2025,MCC,10,City of Hamilton Public Health Services,89.0,2014
2024-2025,MCC,11,City of Hamilton Public Health Services,91.2,2013
2024-2025,MCC,12,City of Hamilton Public Health Services,96.7,2012
2024-2025,MCC,5,Durham Region Health Department,79.4,2019
2024-2025,MCC,6,Durham Region Health Department,79.6,2018
2024-2025,MCC,7,Durham Region Health Department,94.5,2017
2024-2025,MCC,8,Durham Region Health Department,96.3,2016
2024-2025,MCC,9,Durham Region Health Department,96.2,2015
2024-2025,MCC,10,Durham Region Health Department,91.4,2014
2024-2025,MCC,11,Durham Region Health Department,94.4,2013
2024-2025,MCC,12,Durham Region Health Department,97.4,2012
2024-2025,MCC,5,Eastern Ontario Health Unit,93.7,2019
2024-2025,MCC,6,Eastern Ontario Health Unit,95.4,2018
2024-2025,MCC,7,Eastern Ontario Health Unit,94.9,2017
2024-2025,MCC,8,Eastern Ontario Health Unit,94.7,2016
2024-2025,MCC,9,Eastern Ontario Health Unit,94.6,2015
2024-2025,MCC,10,Eastern Ontario Health Unit,88.6,2014
2024-2025,MCC,11,Eastern Ontario Health Unit,91.6,2013
2024-2025,MCC,12,Eastern Ontario Health Unit,94.7,2012
2024-2025,MCC,5,Grand Erie Public Health,54.3,2019
2024-2025,MCC,6,Grand Erie Public Health,71.9,2018
2024-2025,MCC,7,Grand Erie Public Health,93.2,2017
2024-2025,MCC,8,Grand Erie Public Health,92.8,2016
2024-2025,MCC,9,Grand Erie Public Health,93.1,2015
2024-2025,MCC,10,Grand Erie Public Health,87.1,2014
2024-2025,MCC,11,Grand Erie Public Health,90.1,2013
2024-2025,MCC,12,Grand Erie Public Health,93.9,2012
2024-2025,MCC,5,Grey Bruce Health Unit,94.5,2019
2024-2025,MCC,6,Grey Bruce Health Unit,94.3,2018
2024-2025,MCC,7,Grey Bruce Health Unit,94.5,2017
2024-2025,MCC,8,Grey Bruce Health Unit,95.1,2016
2024-2025,MCC,9,Grey Bruce Health Unit,94.7,2015
2024-2025,MCC,10,Grey Bruce Health Unit,95.2,2014
2024-2025,MCC,11,Grey Bruce Health Unit,95.4,2013
2024-2025,MCC,12,Grey Bruce Health Unit,95.9,2012
2024-2025,MCC,5,Halton Region Public Health,31.9,2019
2024-2025,MCC,6,Halton Region Public Health,35.5,2018
2024-2025,MCC,7,Halton Region Public Health,92.9,2017
2024-2025,MCC,8,Halton Region Public Health,58.4,2016
2024-2025,MCC,9,Halton Region Public Health,65.9,2015
2024-2025,MCC,10,Halton Region Public Health,71.2,2014
2024-2025,MCC,11,Halton Region Public Health,79.1,2013
2024-2025,MCC,12,Halton Region Public Health,97.1,2012
2024-2025,MCC,5,Huron Perth Public Health,94.2,2019
2024-2025,MCC,6,Huron Perth Public Health,93.7,2018
2024-2025,MCC,7,Huron Perth Public Health,91.8,2017
2024-2025,MCC,8,Huron Perth Public Health,92.8,2016
2024-2025,MCC,9,Huron Perth Public Health,93.2,2015
2024-2025,MCC,10,Huron Perth Public Health,94.0,2014
2024-2025,MCC,11,Huron Perth Public Health,93.8,2013
2024-2025,MCC,12,Huron Perth Public Health,94.1,2012
2024-2025,MCC,5,Lakelands Public Health,94.9,2019
2024-2025,MCC,6,Lakelands Public Health,94.0,2018
2024-2025,MCC,7,Lakelands Public Health,94.6,2017
2024-2025,MCC,8,Lakelands Public Health,95.6,2016
2024-2025,MCC,9,Lakelands Public Health,92.3,2015
2024-2025,MCC,10,Lakelands Public Health,95.8,2014
2024-2025,MCC,11,Lakelands Public Health,96.1,2013
2024-2025,MCC,12,Lakelands Public Health,96.7,2012
2024-2025,MCC,5,Lambton Public Health,95.6,2019
2024-2025,MCC,6,Lambton Public Health,95.8,2018
2024-2025,MCC,7,Lambton Public Health,94.4,2017
2024-2025,MCC,8,Lambton Public Health,95.8,2016
2024-2025,MCC,9,Lambton Public Health,97.6,2015
2024-2025,MCC,10,Lambton Public Health,96.6,2014
2024-2025,MCC,11,Lambton Public Health,97.1,2013
2024-2025,MCC,12,Lambton Public Health,97.0,2012
2024-2025,MCC,5,Middlesex-London Health Unit,92.1,2019
2024-2025,MCC,6,Middlesex-London Health Unit,94.3,2018
2024-2025,MCC,7,Middlesex-London Health Unit,94.0,2017
2024-2025,MCC,8,Middlesex-London Health Unit,94.9,2016
2024-2025,MCC,9,Middlesex-London Health Unit,94.7,2015
2024-2025,MCC,10,Middlesex-London Health Unit,94.8,2014
2024-2025,MCC,11,Middlesex-London Health Unit,94.7,2013
2024-2025,MCC,12,Middlesex-London Health Unit,96.6,2012
2024-2025,MCC,5,Niagara Region Public Health,94.0,2019
2024-2025,MCC,6,Niagara Region Public Health,94.3,2018
2024-2025,MCC,7,Niagara Region Public Health,94.0,2017
2024-2025,MCC,8,Niagara Region Public Health,95.3,2016
2024-2025,MCC,9,Niagara Region Public Health,95.3,2015
2024-2025,MCC,10,Niagara Region Public Health,95.8,2014
2024-2025,MCC,11,Niagara Region Public Health,95.8,2013
2024-2025,MCC,12,Niagara Region Public Health,96.7,2012
2024-2025,MCC,5,North Bay Parry Sound District Health Unit,97.3,2019
2024-2025,MCC,6,North Bay Parry Sound District Health Unit,96.3,2018
2024-2025,MCC,7,North Bay Parry Sound District Health Unit,96.5,2017
2024-2025,MCC,8,North Bay Parry Sound District Health Unit,95.6,2016
2024-2025,MCC,9,North Bay Parry Sound District Health Unit,97.3,2015
2024-2025,MCC,10,North Bay Parry Sound District Health Unit,97.4,2014
2024-2025,MCC,11,North Bay Parry Sound District Health Unit,97.8,2013
2024-2025,MCC,12,North Bay Parry Sound District Health Unit,97.7,2012
2024-2025,MCC,5,Northeastern Public Health,94.3,2019
2024-2025,MCC,6,Northeastern Public Health,95.4,2018
2024-2025,MCC,7,Northeastern Public Health,96.0,2017
2024-2025,MCC,8,Northeastern Public Health,96.8,2016
2024-2025,MCC,9,Northeastern Public Health,97.4,2015
2024-2025,MCC,10,Northeastern Public Health,97.0,2014
2024-2025,MCC,11,Northeastern Public Health,97.0,2013
2024-2025,MCC,12,Northeastern Public Health,97.1,2012
2024-2025,MCC,5,Northwestern Health Unit,95.4,2019
2024-2025,MCC,6,Northwestern Health Unit,96.6,2018
2024-2025,MCC,7,Northwestern Health Unit,96.2,2017
2024-2025,MCC,8,Northwestern Health Unit,97.5,2016
2024-2025,MCC,9,Northwestern Health Unit,96.6,2015
2024-2025,MCC,10,Northwestern Health Unit,96.3,2014
2024-2025,MCC,11,Northwestern Health Unit,97.3,2013
2024-2025,MCC,12,Northwestern Health Unit,96.8,2012
2024-2025,MCC,5,Ontario,67.9,2019
2024-2025,MCC,6,Ontario,72.7,2018
2024-2025,MCC,7,Ontario,83.6,2017
2024-2025,MCC,8,Ontario,85.3,2016
2024-2025,MCC,9,Ontario,85.0,2015
2024-2025,MCC,10,Ontario,84.1,2014
2024-2025,MCC,11,Ontario,87.2,2013
2024-2025,MCC,12,Ontario,95.0,2012
2024-2025,MCC,5,Ottawa Public Health,44.5,2019
2024-2025,MCC,6,Ottawa Public Health,54.4,2018
2024-2025,MCC,7,Ottawa Public Health,91.7,2017
2024-2025,MCC,8,Ottawa Public Health,73.8,2016
2024-2025,MCC,9,Ottawa Public Health,85.9,2015
2024-2025,MCC,10,Ottawa Public Health,83.4,2014
2024-2025,MCC,11,Ottawa Public Health,85.2,2013
2024-2025,MCC,12,Ottawa Public Health,95.7,2012
2024-2025,MCC,5,Peel Public Health,87.8,2019
2024-2025,MCC,6,Peel Public Health,88.1,2018
2024-2025,MCC,7,Peel Public Health,89.3,2017
2024-2025,MCC,8,Peel Public Health,72.7,2016
2024-2025,MCC,9,Peel Public Health,81.2,2015
2024-2025,MCC,10,Peel Public Health,84.6,2014
2024-2025,MCC,11,Peel Public Health,84.5,2013
2024-2025,MCC,12,Peel Public Health,94.0,2012
2024-2025,MCC,5,Public Health Sudbury & Districts,96.6,2019
2024-2025,MCC,6,Public Health Sudbury & Districts,96.8,2018
2024-2025,MCC,7,Public Health Sudbury & Districts,97.1,2017
2024-2025,MCC,8,Public Health Sudbury & Districts,96.8,2016
2024-2025,MCC,9,Public Health Sudbury & Districts,97.7,2015
2024-2025,MCC,10,Public Health Sudbury & Districts,97.8,2014
2024-2025,MCC,11,Public Health Sudbury & Districts,97.9,2013
2024-2025,MCC,12,Public Health Sudbury & Districts,97.9,2012
2024-2025,MCC,5,Region of Waterloo Public Health and Emergency Services,94.7,2019
2024-2025,MCC,6,Region of Waterloo Public Health and Emergency Services,94.4,2018
2024-2025,MCC,7,Region of Waterloo Public Health and Emergency Services,94.5,2017
2024-2025,MCC,8,Region of Waterloo Public Health and Emergency Services,94.8,2016
2024-2025,MCC,9,Region of Waterloo Public Health and Emergency Services,95.1,2015
2024-2025,MCC,10,Region of Waterloo Public Health and Emergency Services,95.3,2014
2024-2025,MCC,11,Region of Waterloo Public Health and Emergency Services,95.4,2013
2024-2025,MCC,12,Region of Waterloo Public Health and Emergency Services,96.6,2012
2024-2025,MCC,5,Renfrew County and District Health Unit,89.8,2019
2024-2025,MCC,6,Renfrew County and District Health Unit,91.0,2018
2024-2025,MCC,7,Renfrew County and District Health Unit,97.1,2017
2024-2025,MCC,8,Renfrew County and District Health Unit,93.5,2016
2024-2025,MCC,9,Renfrew County and District Health Unit,95.0,2015
2024-2025,MCC,10,Renfrew County and District Health Unit,97.0,2014
2024-2025,MCC,11,Renfrew County and District Health Unit,96.9,2013
2024-2025,MCC,12,Renfrew County and District Health Unit,97.6,2012
2024-2025,MCC,5,Simcoe Muskoka District Health Unit,71.0,2019
2024-2025,MCC,6,Simcoe Muskoka District Health Unit,70.6,2018
2024-2025,MCC,7,Simcoe Muskoka District Health Unit,74.1,2017
2024-2025,MCC,8,Simcoe Muskoka District Health Unit,79.9,2016
2024-2025,MCC,9,Simcoe Muskoka District Health Unit,93.8,2015
2024-2025,MCC,10,Simcoe Muskoka District Health Unit,93.8,2014
2024-2025,MCC,11,Simcoe Muskoka District Health Unit,94.1,2013
2024-2025,MCC,12,Simcoe Muskoka District Health Unit,96.5,2012
2024-2025,MCC,5,Southeast Public Health,94.4,2019
2024-2025,MCC,6,Southeast Public Health,94.6,2018
2024-2025,MCC,7,Southeast Public Health,96.1,2017
2024-2025,MCC,8,Southeast Public Health,95.6,2016
2024-2025,MCC,9,Southeast Public Health,96.6,2015
2024-2025,MCC,10,Southeast Public Health,95.8,2014
2024-2025,MCC,11,Southeast Public Health,95.8,2013
2024-2025,MCC,12,Southeast Public Health,97.4,2012
2024-2025,MCC,5,Southwestern Public Health,91.1,2019
2024-2025,MCC,6,Southwestern Public Health,90.7,2018
2024-2025,MCC,7,Southwestern Public Health,90.2,2017
2024-2025,MCC,8,Southwestern Public Health,90.6,2016
2024-2025,MCC,9,Southwestern Public Health,91.9,2015
2024-2025,MCC,10,Southwestern Public Health,92.6,2014
2024-2025,MCC,11,Southwestern Public Health,91.5,2013
2024-2025,MCC,12,Southwestern Public Health,93.0,2012
2024-2025,MCC,5,Thunder Bay District Health Unit,95.1,2019
2024-2025,MCC,6,Thunder Bay District Health Unit,94.8,2018
2024-2025,MCC,7,Thunder Bay District Health Unit,95.2,2017
2024-2025,MCC,8,Thunder Bay District Health Unit,96.4,2016
2024-2025,MCC,9,Thunder Bay District Health Unit,95.3,2015
2024-2025,MCC,10,Thunder Bay District Health Unit,96.3,2014
2024-2025,MCC,11,Thunder Bay District Health Unit,97.3,2013
2024-2025,MCC,12,Thunder Bay District Health Unit,97.1,2012
2024-2025,MCC,5,Toronto Public Health,19.5,2019
2024-2025,MCC,6,Toronto Public Health,34.8,2018
2024-2025,MCC,7,Toronto Public Health,39.1,2017
2024-2025,MCC,8,Toronto Public Health,85.2,2016
2024-2025,MCC,9,Toronto Public Health,61.3,2015
2024-2025,MCC,10,Toronto Public Health,74.7,2014
2024-2025,MCC,11,Toronto Public Health,79.7,2013
2024-2025,MCC,12,Toronto Public Health,91.5,2012
2024-2025,MCC,5,Wellington-Dufferin-Guelph Public Health,95.7,2019
2024-2025,MCC,6,Wellington-Dufferin-Guelph Public Health,95.4,2018
2024-2025,MCC,7,Wellington-Dufferin-Guelph Public Health,95.8,2017
2024-2025,MCC,8,Wellington-Dufferin-Guelph Public Health,95.6,2016
2024-2025,MCC,9,Wellington-Dufferin-Guelph Public Health,96.0,2015
2024-2025,MCC,10,Wellington-Dufferin-Guelph Public Health,96.3,2014
2024-2025,MCC,11,Wellington-Dufferin-Guelph Public Health,96.8,2013
2024-2025,MCC,12,Wellington-Dufferin-Guelph Public Health,97.3,2012
2024-2025,MCC,5,Windsor-Essex County Health Unit,94.4,2019
