Public_health_unit,Antigen,Age,Year,Coverage
Middlesex-London Health Unit,Measles,7,2017-2018,91
Middlesex-London Health Unit,Mumps,17,2017-2018,94.2
Middlesex-London Health Unit,Mumps,7,2017-2018,90.9
Middlesex-London Health Unit,Pertussis,17,2017-2018,72.4
Middlesex-London Health Unit,Pertussis,7,2017-2018,88.6
Middlesex-London Health Unit,Pneumo,7,2017-2018,74.3
Middlesex-London Health Unit,Polio,17,2017-2018,93
Middlesex-London Health Unit,Polio,7,2017-2018,89.5
Middlesex-London Health Unit,Rubella,17,2017-2018,96.2
Middlesex-London Health Unit,Rubella,7,2017-2018,95.4
Middlesex-London Health Unit,Tetanus,17,2017-2018,72.7
Middlesex-London Health Unit,Tetanus,7,2017-2018,88.7
Middlesex-London Health Unit,Varicella,7,2017-2018,88.1
Middlesex-London Health Unit,Diphtheria,17,2018-2019,80.7
Middlesex-London Health Unit,Diphtheria,7,2018-2019,87.7
Middlesex-London Health Unit,HPV,12,2018-2019,55.6
Middlesex-London Health Unit,HPV,17,2018-2019,36.9
Middlesex-London Health Unit,HepB,12,2018-2019,65.1
Middlesex-London Health Unit,HepB,17,2018-2019,69.6
Middlesex-London Health Unit,Hib,7,2018-2019,80.7
Middlesex-London Health Unit,MCC,7,2018-2019,92.6
Middlesex-London Health Unit,MCV4,12,2018-2019,83
Middlesex-London Health Unit,MCV4,17,2018-2019,93.4
Middlesex-London Health Unit,Measles,17,2018-2019,94.5
Middlesex-London Health Unit,Measles,7,2018-2019,89.2
Middlesex-London Health Unit,Mumps,17,2018-2019,94.3
Middlesex-London Health Unit,Mumps,7,2018-2019,89.2
Middlesex-London Health Unit,Pertussis,17,2018-2019,80.8
Middlesex-London Health Unit,Pertussis,7,2018-2019,87.7
Middlesex-London Health Unit,Pneumo,7,2018-2019,78.2
Middlesex-London Health Unit,Polio,17,2018-2019,92.4
Middlesex-London Health Unit,Polio,7,2018-2019,88.8
Middlesex-London Health Unit,Rubella,17,2018-2019,96.3
Middlesex-London Health Unit,Rubella,7,2018-2019,94.5
Middlesex-London Health Unit,Tetanus,17,2018-2019,80.7
Middlesex-London Health Unit,Tetanus,7,2018-2019,87.7
Middlesex-London Health Unit,Varicella,7,2018-2019,87.1
Middlesex-London Health Unit,Diphtheria,17,2019-2020,72.9
Middlesex-London Health Unit,Diphtheria,7,2019-2020,89.6
Middlesex-London Health Unit,HPV,12,2019-2020,66.5
Middlesex-London Health Unit,HPV,17,2019-2020,53.4
Middlesex-London Health Unit,HepB,12,2019-2020,74.5
Middlesex-London Health Unit,HepB,17,2019-2020,72.6
Middlesex-London Health Unit,Hib,7,2019-2020,81.2
Middlesex-London Health Unit,MCC,7,2019-2020,93.7
Middlesex-London Health Unit,MCV4,12,2019-2020,93.9
Middlesex-London Health Unit,MCV4,17,2019-2020,93.5
Middlesex-London Health Unit,Measles,17,2019-2020,93.5
Middlesex-London Health Unit,Measles,7,2019-2020,90.5
Middlesex-London Health Unit,Mumps,17,2019-2020,93.3
Middlesex-London Health Unit,Mumps,7,2019-2020,90.4
Middlesex-London Health Unit,Pertussis,17,2019-2020,74.1
Middlesex-London Health Unit,Pertussis,7,2019-2020,89.6
Middlesex-London Health Unit,Pneumo,7,2019-2020,81.7
Middlesex-London Health Unit,Polio,17,2019-2020,91.8
Middlesex-London Health Unit,Polio,7,2019-2020,90.6
Middlesex-London Health Unit,Rota,7,2019-2020,66.3
Middlesex-London Health Unit,Rubella,17,2019-2020,96.1
Middlesex-London Health Unit,Rubella,7,2019-2020,96.2
Middlesex-London Health Unit,Tetanus,17,2019-2020,72.9
Middlesex-London Health Unit,Tetanus,7,2019-2020,89.7
Middlesex-London Health Unit,Varicella,7,2019-2020,88.4
Middlesex-London Health Unit,Diphtheria,17,2020-2021,62.7
Middlesex-London Health Unit,Diphtheria,7,2020-2021,77.7
Middlesex-London Health Unit,HPV,12,2020-2021,67.7
Middlesex-London Health Unit,HPV,17,2020-2021,54.9
Middlesex-London Health Unit,HepB,12,2020-2021,76.6
Middlesex-London Health Unit,HepB,17,2020-2021,70.1
Middlesex-London Health Unit,Hib,7,2020-2021,81.2
Middlesex-London Health Unit,MCC,7,2020-2021,90.8
Middlesex-London Health Unit,MCV4,12,2020-2021,92.7
Middlesex-London Health Unit,MCV4,17,2020-2021,93.4
Middlesex-London Health Unit,Measles,17,2020-2021,94.5
Middlesex-London Health Unit,Measles,7,2020-2021,79.3
Middlesex-London Health Unit,Mumps,17,2020-2021,94.3
Middlesex-London Health Unit,Mumps,7,2020-2021,79
Middlesex-London Health Unit,Pertussis,17,2020-2021,63.7
Middlesex-London Health Unit,Pertussis,7,2020-2021,77.6
Middlesex-London Health Unit,Pneumo,7,2020-2021,82.6
Middlesex-London Health Unit,Polio,17,2020-2021,92.8
Middlesex-London Health Unit,Polio,7,2020-2021,78.1
Middlesex-London Health Unit,Rota,7,2020-2021,70.9
Middlesex-London Health Unit,Rubella,17,2020-2021,96.9
Middlesex-London Health Unit,Rubella,7,2020-2021,94.5
Middlesex-London Health Unit,Tetanus,17,2020-2021,62.7
Middlesex-London Health Unit,Tetanus,7,2020-2021,77.7
Middlesex-London Health Unit,Varicella,7,2020-2021,75
Middlesex-London Health Unit,Diphtheria,17,2021-2022,38
Middlesex-London Health Unit,Diphtheria,7,2021-2022,79.2
Middlesex-London Health Unit,HPV,12,2021-2022,67.9
Middlesex-London Health Unit,HPV,17,2021-2022,57.3
Middlesex-London Health Unit,HepB,12,2021-2022,75.8
Middlesex-London Health Unit,HepB,17,2021-2022,67.7
Middlesex-London Health Unit,Hib,7,2021-2022,79.7
Middlesex-London Health Unit,MCC,7,2021-2022,89.3
Middlesex-London Health Unit,MCV4,12,2021-2022,91.9
Middlesex-London Health Unit,MCV4,17,2021-2022,85.2
Middlesex-London Health Unit,Measles,17,2021-2022,90.1
Middlesex-London Health Unit,Measles,7,2021-2022,80.3
Middlesex-London Health Unit,Mumps,17,2021-2022,89.8
Middlesex-London Health Unit,Mumps,7,2021-2022,79.9
Middlesex-London Health Unit,Pertussis,17,2021-2022,38.3
Middlesex-London Health Unit,Pertussis,7,2021-2022,79.1
Middlesex-London Health Unit,Pneumo,7,2021-2022,80.7
Middlesex-London Health Unit,Polio,17,2021-2022,87.7
Middlesex-London Health Unit,Polio,7,2021-2022,79.7
Middlesex-London Health Unit,Rota,7,2021-2022,70.7
Middlesex-London Health Unit,Rubella,17,2021-2022,93.3
Middlesex-London Health Unit,Rubella,7,2021-2022,93.3
Middlesex-London Health Unit,Tetanus,17,2021-2022,38
Middlesex-London Health Unit,Tetanus,7,2021-2022,79.2
Middlesex-London Health Unit,Varicella,7,2021-2022,77.2
Middlesex-London Health Unit,Diphtheria,17,2022-2023,67.7
Middlesex-London Health Unit,Diphtheria,7,2022-2023,90.2
Middlesex-London Health Unit,HPV,12,2022-2023,68.2
Middlesex-London Health Unit,HPV,17,2022-2023,62.9
Middlesex-London Health Unit,HepB,12,2022-2023,75.7
Middlesex-London Health Unit,HepB,17,2022-2023,72.9
Middlesex-London Health Unit,Hib,7,2022-2023,82.9
Middlesex-London Health Unit,MCC,7,2022-2023,94.3
Middlesex-London Health Unit,MCV4,12,2022-2023,92.5
Middlesex-London Health Unit,MCV4,17,2022-2023,89.4
Middlesex-London Health Unit,Measles,17,2022-2023,92.1
Middlesex-London Health Unit,Measles,7,2022-2023,91.3
Middlesex-London Health Unit,Mumps,17,2022-2023,91.9
Middlesex-London Health Unit,Mumps,7,2022-2023,91.2
Middlesex-London Health Unit,Pertussis,17,2022-2023,68
Middlesex-London Health Unit,Pertussis,7,2022-2023,90.2
Middlesex-London Health Unit,Pneumo,7,2022-2023,83.8
Middlesex-London Health Unit,Polio,17,2022-2023,89
Middlesex-London Health Unit,Polio,7,2022-2023,89.8
Middlesex-London Health Unit,Rota,7,2022-2023,74.9
Middlesex-London Health Unit,Rubella,17,2022-2023,95.6
Middlesex-London Health Unit,Rubella,7,2022-2023,96.3
Middlesex-London Health Unit,Tetanus,17,2022-2023,67.8
Middlesex-London Health Unit,Tetanus,7,2022-2023,90.2
Middlesex-London Health Unit,Varicella,7,2022-2023,89.7
Middlesex-London Health Unit,Diphtheria,17,2023-2024,78.3
Middlesex-London Health Unit,Diphtheria,7,2023-2024,91
Middlesex-London Health Unit,HPV,12,2023-2024,68.3
Middlesex-London Health Unit,HPV,17,2023-2024,68.2
Middlesex-London Health Unit,HepB,12,2023-2024,76.9
Middlesex-London Health Unit,HepB,17,2023-2024,77.5
Middlesex-London Health Unit,Hib,7,2023-2024,81.7
Middlesex-London Health Unit,MCC,7,2023-2024,95.3
Middlesex-London Health Unit,MCV4,12,2023-2024,91.1
Middlesex-London Health Unit,MCV4,17,2023-2024,94.1
Middlesex-London Health Unit,Measles,17,2023-2024,94.1
Middlesex-London Health Unit,Measles,7,2023-2024,92
Middlesex-London Health Unit,Mumps,17,2023-2024,93.9
Middlesex-London Health Unit,Mumps,7,2023-2024,91.6
Middlesex-London Health Unit,Pertussis,17,2023-2024,78.4
Middlesex-London Health Unit,Pertussis,7,2023-2024,90.9
Middlesex-London Health Unit,Pneumo,7,2023-2024,82.3
Middlesex-London Health Unit,Polio,17,2023-2024,91.5
Middlesex-London Health Unit,Polio,7,2023-2024,88.6
Middlesex-London Health Unit,Rota,7,2023-2024,76.1
Middlesex-London Health Unit,Rubella,17,2023-2024,96.8
Middlesex-London Health Unit,Rubella,7,2023-2024,96.7
Middlesex-London Health Unit,Tetanus,17,2023-2024,78.3
Middlesex-London Health Unit,Tetanus,7,2023-2024,91
Middlesex-London Health Unit,Varicella,7,2023-2024,90.9
Middlesex-London Health Unit,Diphtheria,17,2024-2025,81.3
Middlesex-London Health Unit,Diphtheria,7,2024-2025,90.1
Middlesex-London Health Unit,HPV,12,2024-2025,59.4
Middlesex-London Health Unit,HPV,17,2024-2025,62
Middlesex-London Health Unit,HepB,12,2024-2025,68.5
Middlesex-London Health Unit,HepB,17,2024-2025,72.5
Middlesex-London Health Unit,Hib,7,2024-2025,79.6
Middlesex-London Health Unit,MCC,7,2024-2025,94
Middlesex-London Health Unit,MCV4,12,2024-2025,81.6
Middlesex-London Health Unit,MCV4,17,2024-2025,93.1
Middlesex-London Health Unit,Measles,17,2024-2025,92.7
Middlesex-London Health Unit,Measles,7,2024-2025,90.6
Middlesex-London Health Unit,Mumps,17,2024-2025,92.6
Middlesex-London Health Unit,Mumps,7,2024-2025,90.4
Middlesex-London Health Unit,Pertussis,17,2024-2025,81.4
Middlesex-London Health Unit,Pertussis,7,2024-2025,90.1
Middlesex-London Health Unit,Pneumo,7,2024-2025,79.4
Middlesex-London Health Unit,Polio,17,2024-2025,89.7
Middlesex-London Health Unit,Polio,7,2024-2025,87.5
Middlesex-London Health Unit,Rota,7,2024-2025,74.9
Middlesex-London Health Unit,Rubella,17,2024-2025,95.7
Middlesex-London Health Unit,Rubella,7,2024-2025,95.3
Middlesex-London Health Unit,Tetanus,17,2024-2025,81.3
Middlesex-London Health Unit,Tetanus,7,2024-2025,90.2
Middlesex-London Health Unit,Varicella,7,2024-2025,89.4
Niagara Region Public Health,Diphtheria,17,2015-2016,88.3
Niagara Region Public Health,Diphtheria,7,2015-2016,93.9
Niagara Region Public Health,HepB,12,2015-2016,71
Niagara Region Public Health,Hib,7,2015-2016,88
Niagara Region Public Health,MCC,7,2015-2016,95.1
Niagara Region Public Health,MCV4,12,2015-2016,86.6
Niagara Region Public Health,Measles,17,2015-2016,97.1
Niagara Region Public Health,Measles,7,2015-2016,94.6
Niagara Region Public Health,Mumps,17,2015-2016,96.6
Niagara Region Public Health,Mumps,7,2015-2016,94.6
Niagara Region Public Health,Pertussis,17,2015-2016,88.4
Niagara Region Public Health,Pertussis,7,2015-2016,93.8
Niagara Region Public Health,Pneumo,7,2015-2016,85.9
Niagara Region Public Health,Polio,17,2015-2016,96.8
Niagara Region Public Health,Polio,7,2015-2016,93.9
Niagara Region Public Health,Rubella,17,2015-2016,98.7
Niagara Region Public Health,Rubella,7,2015-2016,97.2
Niagara Region Public Health,Tetanus,17,2015-2016,88.3
Niagara Region Public Health,Tetanus,7,2015-2016,93.9
Niagara Region Public Health,Varicella,7,2015-2016,63
Niagara Region Public Health,Diphtheria,17,2016-2017,88.2
Niagara Region Public Health,Diphtheria,7,2016-2017,93
Niagara Region Public Health,HPV,12,2016-2017,60.4
Niagara Region Public Health,HepB,12,2016-2017,71.4
Niagara Region Public Health,Hib,7,2016-2017,85.3
Niagara Region Public Health,MCC,7,2016-2017,95.2
